OCCUPATION_TYPE,EMP_STATE,EMP_COUNTRY,EMP_NAICS,EMP_YEAR_COMMENCED,EMP_WORKER_INTEREST,EMP_RELATIONSHIP_WORKER,EMP_POC_STATE,EMP_POC_COUNTRY,ATTY_AG_REP_TYPE,ATTY_AG_MIDDLE_NAME,ATTY_AG_CITY,ATTY_AG_STATE,ATTY_AG_POSTAL_CODE,ATTY_AG_COUNTRY,ATTY_AG_GOOD_STANDING_STATE,ATTY_AG_GOOD_STANDING_COURT,FW_INFO_APPX_A_ATTACHED,PWD_SOC_CODE,PWD_SOC_TITLE,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,IS_APPENDIX_B_ATTACHED,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_ACCEPT_DIPLOMA_PWD,OTHER_REQ_IS_FW_CURRENTLY_WRK,OTHER_REQ_EMP_RELY_EXP,OTHER_REQ_JOB_EMP_PREMISES,OTHER_REQ_JOB_COMBO_OCCUP,OTHER_REQ_JOB_FOREIGN_LANGUAGE,OTHER_REQ_JOB_REQ_EXCEED,OTHER_REQ_EMP_USE_CREDENTIAL,OTHER_REQ_EMP_REC_PAYMENT,OTHER_REQ_EMP_LAYOFF,RECR_INFO_RECRUIT_SUPERVISED_REQ,RECR_INFO_IS_NEWSPAPER_SUNDAY,RECR_INFO_RECRUIT_AD_TYPE,RECR_OCC_EMP_WEBSITE_FROM,RECR_OCC_LOCAL_NEWSPAPER_TO,NOTICE_POST_BARGAIN_REP,NOTICE_POST_BARGAIN_REP_PHYSICAL,NOTICE_POST_BARGAIN_REP_ELECTRONIC,NOTICE_POST_BARGAIN_REP_INHOUSE,NOTICE_POST_BARGAIN_REP_PRIVATE,NOTICE_POST_EMP_NOT_POSTED,EMP_CERTIFY_COMPLIANCE,RECEIVED_YEAR,RECEIVED_MONTH,WAGE_BAND,CASE_STATUS_CLEAN,OUTCOME_BINARY,DAYS_TO_DECISION,DECISION_YEAR,DECISION_MONTH
Non-professional,NY,UNITED STATES OF AMERICA,812112.0,2017.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,,Coral Springs,FL,33065,UNITED STATES OF AMERICA,FL,Florida Supreme Court,Y,43-9061.00,"Office Clerks, General",Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,498.0,2025,2025-03
Professional occupation,CA,UNITED STATES OF AMERICA,238210.0,1964.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Young Ho,Irvine,CA,92612,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,13-1051.00,Cost Estimators,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-03-15 00:00:00,2023-04-21 00:00:00,N,Y,N,N,N,N,Y,2023,2023-08,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,441.0,2024,2024-11
Professional occupation,NJ,UNITED STATES OF AMERICA,523920.0,2008.0,N,N,NJ,UNITED STATES OF AMERICA,Attorney,L,Raleigh,NC,27615,UNITED STATES OF AMERICA,NC,Supreme Court of North Carolina,Y,13-1082.00,Project Management Specialists,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-07-11 00:00:00,2023-07-19 00:00:00,N,Y,Y,N,N,N,Y,2023,2023-11,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,500.0,2025,2025-03
Professional occupation,CA,UNITED STATES OF AMERICA,541512.0,2001.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,SINGH,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,CA,"SUPREME COURT, STATE OF CALIFORNIA",Y,15-1211.00,Computer Systems Analysts,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-08-29 00:00:00,2023-08-18 00:00:00,N,Y,N,N,N,N,Y,2023,2023-11,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,489.0,2025,2025-03
Professional occupation,MA,UNITED STATES OF AMERICA,52399.0,1946.0,N,N,NC,UNITED STATES OF AMERICA,Attorney,B.,Boston,MA,2210,UNITED STATES OF AMERICA,MA,Supreme Judicial Court,Y,15-1252.00,Software Developers,Year,Business Premises,TX,"Dallas-Fort Worth-Arlington, TX",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-06-21 00:00:00,,N,Y,N,N,N,N,Y,2023,2023-11,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,491.0,2025,2025-03
Non-professional,NE,UNITED STATES OF AMERICA,48412.0,2000.0,N,N,NE,UNITED STATES OF AMERICA,Attorney,ANDREA,DALLAS,TX,75231,UNITED STATES OF AMERICA,TX,Supreme Court of Texas,Y,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Year,Business Premises,NE,"Grand Island, NE",N,N,Y,N,,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,454.0,2024,2024-12
Non-professional,MO,UNITED STATES OF AMERICA,56173.0,2002.0,N,N,MO,UNITED STATES OF AMERICA,Attorney,,St. Louis,MO,63118,UNITED STATES OF AMERICA,MO,Missouri Supreme Court,Y,37-3011.00,Landscaping and Groundskeeping Workers,Year,Business Premises,MO,"St. Louis, MO-IL",Y,Y,Y,N,,Y,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,481.0,2025,2025-01
Professional occupation,CA,UNITED STATES OF AMERICA,541990.0,2007.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,San Francisco,CA,94104,UNITED STATES OF AMERICA,CA,Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,,2023-09-08 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-10,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,479.0,2025,2025-02
Professional occupation,AL,UNITED STATES OF AMERICA,522110.0,1971.0,N,N,AL,UNITED STATES OF AMERICA,Attorney,A.L.,RALEIGH,NC,27612,UNITED STATES OF AMERICA,NC,Supreme Court,Y,13-2099.04,"Fraud Examiners, Investigators and Analysts",Year,Business Premises,AL,"Birmingham-Hoover, AL",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,502.0,2025,2025-04
Professional occupation,TX,UNITED STATES OF AMERICA,452210.0,2020.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,S.,Washington,DC,20004,UNITED STATES OF AMERICA,DC,"U.S., Supreme Court, MD & DC",Y,15-1252.00,Software Developers,Year,Business Premises,TX,"Dallas-Fort Worth-Arlington, TX",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-03-12 00:00:00,N,Y,N,N,N,N,Y,2023,2023-08,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,469.0,2024,2024-11
Professional occupation,OH,UNITED STATES OF AMERICA,541511.0,2005.0,N,N,OH,UNITED STATES OF AMERICA,Attorney,Elaine,Columbus,OH,43219,UNITED STATES OF AMERICA,OH,The Supreme Court of Ohio,Y,15-1252.00,Software Developers,Year,Business Premises,OH,"Columbus, OH",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-08-25 00:00:00,,N,Y,N,N,N,N,Y,2023,2023-10,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,484.0,2025,2025-02
Professional occupation,AZ,UNITED STATES OF AMERICA,5415.0,2010.0,N,N,AZ,UNITED STATES OF AMERICA,Attorney,,Memphis,TN,38119,UNITED STATES OF AMERICA,TN,SUPREME COURT OF TENNESSEE,Y,13-1082.00,Project Management Specialists,Year,Business Premises,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,N,Y,N,Y,Y,N,N,N,Y,N,,N,N,N,Y,Newspaper of General Circulation,,2023-05-20 00:00:00,N,Y,N,N,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,498.0,2025,2025-02
Professional occupation,NY,UNITED STATES OF AMERICA,54161.0,1926.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,S,NEW YORK,NY,10018,UNITED STATES OF AMERICA,IL,THE SUPREME COURT OF ILLINOIS,Y,15-2041.00,Statisticians,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,,2023-09-06 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-11,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,502.0,2025,2025-03
Non-professional,GA,UNITED STATES OF AMERICA,812113.0,2014.0,N,N,GA,UNITED STATES OF AMERICA,Attorney,,Ridgefield,NJ,7657,UNITED STATES OF AMERICA,NJ,Supreme Court,Y,39-5092.00,Manicurists and Pedicurists,Hour,Business Premises,GA,South Georgia nonmetropolitan area,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-10,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,510.0,2025,2025-03
Non-professional,WI,UNITED STATES OF AMERICA,721110.0,1994.0,N,N,WI,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,TN,Tennessee Supreme Court,Y,37-2012.00,Maids and Housekeeping Cleaners,Hour,Business Premises,WI,"Madison, WI",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,531.0,2025,2025-03
Professional occupation,CA,UNITED STATES OF AMERICA,334111.0,1977.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,E,San Francisco,CA,94111,UNITED STATES OF AMERICA,NC,North Carolina Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,TX,"Austin-Round Rock, TX",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-07-21 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-10,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,480.0,2025,2025-02
Professional occupation,MA,UNITED STATES OF AMERICA,44814.0,1989.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,C.,Boston,MA,2110,UNITED STATES OF AMERICA,MA,Supreme Judicial Court,Y,15-1252.00,Software Developers,Year,Business Premises,MA,"Boston-Cambridge-Nashua, MA-NH",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-07-06 00:00:00,2023-07-19 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-11,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,508.0,2025,2025-04
Professional occupation,FL,UNITED STATES OF AMERICA,541330.0,1983.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,Lloyd,Jacksonville,FL,32216,UNITED STATES OF AMERICA,FL,Supreme Court,Y,17-2051.00,Civil Engineers,Year,Business Premises,FL,"Jacksonville, FL",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-08-10 00:00:00,2023-08-23 00:00:00,N,Y,N,N,N,N,Y,2023,2023-10,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,502.0,2025,2025-02
Professional occupation,CA,UNITED STATES OF AMERICA,541511.0,1982.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,Raleigh,NC,27622,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,17-2112.01,Human Factors Engineers and Ergonomists,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-07-06 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,447.0,2024,2024-12
Professional occupation,KY,UNITED STATES OF AMERICA,541511.0,1997.0,N,N,KY,UNITED STATES OF AMERICA,Attorney,,Wayne,PA,19087,UNITED STATES OF AMERICA,PA,Pennsylvania Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,KY,"Louisville/Jefferson County, KY-IN",Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-06-27 00:00:00,,N,Y,Y,N,N,N,Y,2023,2023-08,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,491.0,2024,2024-12
Professional occupation,TX,UNITED STATES OF AMERICA,541511.0,2016.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,,DALLAS,TX,75287,UNITED STATES OF AMERICA,TX,SUPREME COURT,Y,15-1252.00,Software Developers,Year,Business Premises,TX,"Austin-Round Rock, TX",N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-06-29 00:00:00,2023-07-07 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-08,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,459.0,2024,2024-11
Professional occupation,AZ,UNITED STATES OF AMERICA,54151.0,2002.0,N,N,AZ,UNITED STATES OF AMERICA,Attorney,MICHAEL,FARMINGTON HILLS,MI,48334,UNITED STATES OF AMERICA,MI,Supreme Court of Michigan,Y,15-1252.00,Software Developers,Year,Business Premises,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-05-30 00:00:00,,N,N,N,N,N,Y,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,481.0,2024,2024-12
Non-professional,OH,UNITED STATES OF AMERICA,621610.0,1989.0,N,N,OH,UNITED STATES OF AMERICA,Attorney,A,Blue Ash,OH,45242,UNITED STATES OF AMERICA,DC,Court of Appeals,Y,31-1131.00,Nursing Assistants,Hour,Business Premises,OH,"Cincinnati, OH-KY-IN",N,N,Y,N,Y,N,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,486.0,2025,2025-01
Non-professional,TX,UNITED STATES OF AMERICA,447110.0,2010.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,W,Stafford,TX,77497,UNITED STATES OF AMERICA,AL,Supreme Court of Alabama,Y,41-1011.00,First-Line Supervisors of Retail Sales Workers,Year,Business Premises,TX,Hill Country Region of Texas nonmetropolitan area,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,491.0,2025,2025-03
Professional occupation,NY,UNITED STATES OF AMERICA,621330.0,2004.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,James,New York,NY,10016,UNITED STATES OF AMERICA,NY,Supreme,Y,19-3033.00,Clinical and Counseling Psychologists,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-03-24 00:00:00,2023-04-19 00:00:00,N,Y,N,N,N,N,Y,2023,2023-08,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,450.0,2024,2024-10
Non-professional,FL,UNITED STATES OF AMERICA,5613.0,1997.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,,Cincinnati,OH,45202,UNITED STATES OF AMERICA,KY,Supreme Court,Y,31-1131.00,Nursing Assistants,Year,No one specific worksite address or physical location,,,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,478.0,2025,2025-01
Professional occupation,TX,UNITED STATES OF AMERICA,23713.0,2011.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,K.,Ann Arbor,MI,48104,UNITED STATES OF AMERICA,MI,Michigan Supreme Court,Y,17-3026.00,Industrial Engineering Technologists and Technicians,Year,Business Premises,TX,"Amarillo, TX",N,N,Y,N,Y,Y,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,459.0,2024,2024-12
Professional occupation,MI,UNITED STATES OF AMERICA,51791.0,1997.0,N,N,MI,UNITED STATES OF AMERICA,Attorney,UL,Washington,DC,20006,UNITED STATES OF AMERICA,DC,DC COURT OF APPEALS,Y,17-2071.00,Electrical Engineers,Year,Business Premises,MI,"Detroit-Warren-Dearborn, MI",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-06-04 00:00:00,2023-06-06 00:00:00,N,Y,N,N,N,N,Y,2023,2023-08,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,461.0,2024,2024-11
Professional occupation,IA,UNITED STATES OF AMERICA,541511.0,2011.0,N,N,IA,UNITED STATES OF AMERICA,Attorney,,PISCATAWAY,NJ,8854,UNITED STATES OF AMERICA,NY,APPELLATE COURT,Y,15-1252.00,Software Developers,Year,Business Premises,IA,"Des Moines-West Des Moines, IA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-05-18 00:00:00,2023-05-19 00:00:00,N,Y,N,N,N,N,Y,2023,2023-10,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,493.0,2025,2025-02
Professional occupation,CA,UNITED STATES OF AMERICA,334510.0,2016.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,S,Los Angeles,CA,90025,UNITED STATES OF AMERICA,CA,Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-05-10 00:00:00,,N,Y,N,N,N,N,Y,2023,2023-10,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,483.0,2025,2025-02
Non-professional,CO,UNITED STATES OF AMERICA,623312.0,2009.0,N,N,CO,UNITED STATES OF AMERICA,Attorney,,San Gabriel,CA,91776,UNITED STATES OF AMERICA,CA,CA Supreme Court,Y,31-1121.00,Home Health Aides,Year,Business Premises,CO,"Denver-Aurora-Lakewood, CO",N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,447.0,2024,2024-11
Professional occupation,TX,UNITED STATES OF AMERICA,211130.0,1950.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,,Richardson,TX,75082,UNITED STATES OF AMERICA,TX,Texas Supreme Court,Y,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Year,Business Premises,TX,"Houston-The Woodlands-Sugar Land, TX",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-07-27 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,483.0,2025,2025-01
Professional occupation,CT,UNITED STATES OF AMERICA,541511.0,1999.0,N,N,CT,UNITED STATES OF AMERICA,Attorney,,SOUTH WINDSOR,CT,06074-3307,UNITED STATES OF AMERICA,CT,Supreme Court,Y,13-1082.00,Project Management Specialists,Year,Business Premises,CT,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-02-23 00:00:00,,N,N,N,N,Y,N,Y,2023,2023-08,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,469.0,2024,2024-12
Professional occupation,MI,UNITED STATES OF AMERICA,541519.0,2011.0,N,N,MI,UNITED STATES OF AMERICA,Attorney,V,SOUTH PLAINFIELD,NJ,7080,UNITED STATES OF AMERICA,NY,APPELLATE COURT,Y,15-1211.00,Computer Systems Analysts,Year,Business Premises,MI,"Grand Rapids-Wyoming, MI",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-05-18 00:00:00,2023-05-04 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,512.0,2025,2025-01
Professional occupation,FL,UNITED STATES OF AMERICA,49211.0,2001.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,,Washington,DC,20004,UNITED STATES OF AMERICA,PA,U.S. Supreme Court,Y,13-1111.00,Management Analysts,Year,Business Premises,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-04-27 00:00:00,N,Y,Y,N,N,N,Y,2023,2023-08,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,469.0,2024,2024-12
Professional occupation,AZ,UNITED STATES OF AMERICA,333242.0,1968.0,N,N,AZ,UNITED STATES OF AMERICA,Attorney,Z,Phoenix,AZ,85020,UNITED STATES OF AMERICA,AZ,Arizona Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-07-19 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-11,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,484.0,2025,2025-03
Professional occupation,TX,UNITED STATES OF AMERICA,541330.0,1997.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,,Maineville,OH,45039,UNITED STATES OF AMERICA,IL,Supreme Court of the Sate of Illinois,Y,11-3051.00,Industrial Production Managers,Year,Business Premises,TX,"Houston-The Woodlands-Sugar Land, TX",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-06-26 00:00:00,2023-07-19 00:00:00,N,Y,N,N,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,493.0,2025,2025-02
Professional occupation,UT,UNITED STATES OF AMERICA,621511.0,1984.0,N,N,UT,UNITED STATES OF AMERICA,Attorney,A,Salt Lake City,UT,84112,UNITED STATES OF AMERICA,UT,Utah Supreme Court,Y,29-2011.01,Cytogenetic Technologists,Hour,Business Premises,UT,"Salt Lake City, UT",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,,2023-07-12 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,464.0,2024,2024-12
Professional occupation,NY,UNITED STATES OF AMERICA,424210.0,2013.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,N.,NEW YORK,NY,10018,UNITED STATES OF AMERICA,NY,NEW YORK,Y,17-2112.00,Industrial Engineers,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-07-19 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-10,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,498.0,2025,2025-03
Non-professional,GA,UNITED STATES OF AMERICA,811192.0,2006.0,N,N,GA,UNITED STATES OF AMERICA,,,,,,,,,Y,53-7061.00,Cleaners of Vehicles and Equipment,Year,Business Premises,GA,"Atlanta-Sandy Springs-Roswell, GA",N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,451.0,2024,2024-12
Non-professional,AL,UNITED STATES OF AMERICA,812113.0,2020.0,N,N,AL,UNITED STATES OF AMERICA,Attorney,B,LOS ANGELES,CA,90067,UNITED STATES OF AMERICA,CA,CALIFORNIA SUPREME COURT,Y,39-5092.00,Manicurists and Pedicurists,Year,Business Premises,AL,"Daphne-Fairhope-Foley, AL",N,N,Y,N,,N,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-07,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,446.0,2024,2024-10
Non-professional,ID,UNITED STATES OF AMERICA,722513.0,1987.0,N,N,ID,UNITED STATES OF AMERICA,Attorney,E,Miami,FL,33131,UNITED STATES OF AMERICA,NY,NY Appellate Court,Y,35-3023.00,Fast Food and Counter Workers,Year,Business Premises,ID,"Boise City, ID",N,N,Y,N,,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-10,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,496.0,2025,2025-02
Non-professional,TX,UNITED STATES OF AMERICA,488490.0,2018.0,N,N,TX,UNITED STATES OF AMERICA,Agent,K,SEMINOLE,TX,79360,UNITED STATES OF AMERICA,,,Y,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Year,Business Premises,TX,"McAllen-Edinburg-Mission, TX",Y,Y,Y,N,,N,N,N,N,N,,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,Y,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,530.0,2025,2025-01
